System Name,System Faction,Planet Name,Planet Type,Planet Archetype,Planet Faction,Resource Count
012-UST-KING-01,UST,012-UST-KING-01-P7,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
008-UST-KING-01,UST,008-UST-KING-01-P1,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
008-UST-KING-01,UST,008-UST-KING-01-P2,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
008-UST-KING-01,UST,008-UST-KING-01-P3,USTUR Dark Planet,Dark Planet,USTUR,17
008-UST-KING-01,UST,008-UST-KING-01-P4,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
008-UST-KING-01,UST,008-UST-KING-01-P5,USTUR Gas Giant,Gas Giant,USTUR,8
008-UST-KING-01,UST,008-UST-KING-01-P6,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
008-UST-KING-01,UST,008-UST-KING-01-P7,USTUR Gas Giant,Gas Giant,USTUR,8
008-UST-KING-01,UST,008-UST-KING-01-P8,USTUR Ice Giant,Ice Giant,USTUR,15
013-UST-KING-01,UST,013-UST-KING-01-P1,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
013-UST-KING-01,UST,013-UST-KING-01-P2,USTUR Ice Giant,Ice Giant,USTUR,15
013-UST-KING-01,UST,013-UST-KING-01-P3,USTUR Dark Planet,Dark Planet,USTUR,17
013-UST-KING-01,UST,013-UST-KING-01-P4,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
013-UST-KING-01,UST,013-UST-KING-01-P5,USTUR Dark Planet,Dark Planet,USTUR,17
013-UST-KING-01,UST,013-UST-KING-01-P6,USTUR Gas Giant,Gas Giant,USTUR,8
013-UST-KING-01,UST,013-UST-KING-01-P7,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
006-ONI-KING-01,ONI,006-ONI-KING-01-P1,ONI Gas Giant,Gas Giant,ONI,9
006-ONI-KING-01,ONI,006-ONI-KING-01-P2,ONI Ice Giant,Ice Giant,ONI,15
006-ONI-KING-01,ONI,006-ONI-KING-01-P3,ONI Ice Giant,Ice Giant,ONI,15
006-ONI-KING-01,ONI,006-ONI-KING-01-P4,ONI Barren Planet,Barren Planet,ONI,12
006-ONI-KING-01,ONI,006-ONI-KING-01-P5,ONI Ice Giant,Ice Giant,ONI,15
006-ONI-KING-01,ONI,006-ONI-KING-01-P6,ONI System Asteroid Belt,Asteroid Belt,ONI,14
006-ONI-KING-01,ONI,006-ONI-KING-01-P7,ONI Ice Giant,Ice Giant,ONI,15
006-ONI-KING-01,ONI,006-ONI-KING-01-P8,ONI Dark Planet,Dark Planet,ONI,17
014-ONI-KING-01,ONI,014-ONI-KING-01-P1,ONI Ice Giant,Ice Giant,ONI,15
014-ONI-KING-01,ONI,014-ONI-KING-01-P2,ONI Ice Giant,Ice Giant,ONI,15
014-ONI-KING-01,ONI,014-ONI-KING-01-P3,ONI Dark Planet,Dark Planet,ONI,17
014-ONI-KING-01,ONI,014-ONI-KING-01-P4,ONI Dark Planet,Dark Planet,ONI,17
014-ONI-KING-01,ONI,014-ONI-KING-01-P5,ONI Oceanic Planet,Oceanic Planet,ONI,15
014-ONI-KING-01,ONI,014-ONI-KING-01-P6,ONI Dark Planet,Dark Planet,ONI,17
014-ONI-KING-01,ONI,014-ONI-KING-01-P7,ONI Oceanic Planet,Oceanic Planet,ONI,15
011-ONI-KING-01,ONI,011-ONI-KING-01-P1,ONI Dark Planet,Dark Planet,ONI,17
011-ONI-KING-01,ONI,011-ONI-KING-01-P2,ONI Gas Giant,Gas Giant,ONI,9
011-ONI-KING-01,ONI,011-ONI-KING-01-P3,ONI Dark Planet,Dark Planet,ONI,17
011-ONI-KING-01,ONI,011-ONI-KING-01-P4,ONI Oceanic Planet,Oceanic Planet,ONI,15
011-ONI-KING-01,ONI,011-ONI-KING-01-P5,ONI Gas Giant,Gas Giant,ONI,9
011-ONI-KING-01,ONI,011-ONI-KING-01-P6,ONI System Asteroid Belt,Asteroid Belt,ONI,14
011-ONI-KING-01,ONI,011-ONI-KING-01-P7,ONI Gas Giant,Gas Giant,ONI,9
011-ONI-KING-01,ONI,011-ONI-KING-01-P8,ONI Volcanic Planet,Volcanic Planet,ONI,16
020-UST-KING-01,UST,020-UST-KING-01-P1,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
020-UST-KING-01,UST,020-UST-KING-01-P2,USTUR Gas Giant,Gas Giant,USTUR,8
020-UST-KING-01,UST,020-UST-KING-01-P3,USTUR Dark Planet,Dark Planet,USTUR,17
020-UST-KING-01,UST,020-UST-KING-01-P4,USTUR Gas Giant,Gas Giant,USTUR,8
020-UST-KING-01,UST,020-UST-KING-01-P5,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
020-UST-KING-01,UST,020-UST-KING-01-P6,USTUR Ice Giant,Ice Giant,USTUR,15
011-UST-KING-01,UST,011-UST-KING-01-P1,USTUR Ice Giant,Ice Giant,USTUR,15
011-UST-KING-01,UST,011-UST-KING-01-P2,USTUR Dark Planet,Dark Planet,USTUR,17
011-UST-KING-01,UST,011-UST-KING-01-P3,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
011-UST-KING-01,UST,011-UST-KING-01-P4,USTUR Ice Giant,Ice Giant,USTUR,15
011-UST-KING-01,UST,011-UST-KING-01-P5,USTUR Gas Giant,Gas Giant,USTUR,8
011-UST-KING-01,UST,011-UST-KING-01-P6,USTUR Dark Planet,Dark Planet,USTUR,17
011-UST-KING-01,UST,011-UST-KING-01-P7,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
010-ONI-KING-01,ONI,010-ONI-KING-01-P1,ONI Ice Giant,Ice Giant,ONI,15
010-ONI-KING-01,ONI,010-ONI-KING-01-P2,ONI Dark Planet,Dark Planet,ONI,17
010-ONI-KING-01,ONI,010-ONI-KING-01-P3,ONI Oceanic Planet,Oceanic Planet,ONI,15
010-ONI-KING-01,ONI,010-ONI-KING-01-P4,ONI Ice Giant,Ice Giant,ONI,15
010-ONI-KING-01,ONI,010-ONI-KING-01-P5,ONI Ice Giant,Ice Giant,ONI,15
010-ONI-KING-01,ONI,010-ONI-KING-01-P6,ONI Volcanic Planet,Volcanic Planet,ONI,16
010-ONI-KING-01,ONI,010-ONI-KING-01-P7,ONI Volcanic Planet,Volcanic Planet,ONI,16
010-ONI-KING-01,ONI,010-ONI-KING-01-P8,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
018-ONI-KING-01,ONI,018-ONI-KING-01-P1,ONI Ice Giant,Ice Giant,ONI,15
018-ONI-KING-01,ONI,018-ONI-KING-01-P2,ONI System Asteroid Belt,Asteroid Belt,ONI,14
018-ONI-KING-01,ONI,018-ONI-KING-01-P3,ONI Ice Giant,Ice Giant,ONI,15
018-ONI-KING-01,ONI,018-ONI-KING-01-P4,ONI System Asteroid Belt,Asteroid Belt,ONI,14
018-ONI-KING-01,ONI,018-ONI-KING-01-P5,ONI Ice Giant,Ice Giant,ONI,15
018-ONI-KING-01,ONI,018-ONI-KING-01-P6,ONI Dark Planet,Dark Planet,ONI,17
018-ONI-KING-01,ONI,018-ONI-KING-01-P7,ONI Ice Giant,Ice Giant,ONI,15
018-ONI-KING-01,ONI,018-ONI-KING-01-P8,ONI Dark Planet,Dark Planet,ONI,17
019-ONI-KING-01,ONI,019-ONI-KING-01-P1,ONI Ice Giant,Ice Giant,ONI,15
019-ONI-KING-01,ONI,019-ONI-KING-01-P2,ONI Ice Giant,Ice Giant,ONI,15
019-ONI-KING-01,ONI,019-ONI-KING-01-P3,ONI Dark Planet,Dark Planet,ONI,17
019-ONI-KING-01,ONI,019-ONI-KING-01-P4,ONI Gas Giant,Gas Giant,ONI,9
019-ONI-KING-01,ONI,019-ONI-KING-01-P5,ONI Dark Planet,Dark Planet,ONI,17
019-ONI-KING-01,ONI,019-ONI-KING-01-P6,ONI Dark Planet,Dark Planet,ONI,17
019-ONI-KING-01,ONI,019-ONI-KING-01-P7,ONI Ice Giant,Ice Giant,ONI,15
019-UST-KING-01,UST,019-UST-KING-01-P1,USTUR Gas Giant,Gas Giant,USTUR,8
019-UST-KING-01,UST,019-UST-KING-01-P2,USTUR Ice Giant,Ice Giant,USTUR,15
019-UST-KING-01,UST,019-UST-KING-01-P3,USTUR Ice Giant,Ice Giant,USTUR,15
019-UST-KING-01,UST,019-UST-KING-01-P4,USTUR Gas Giant,Gas Giant,USTUR,8
019-UST-KING-01,UST,019-UST-KING-01-P5,USTUR Ice Giant,Ice Giant,USTUR,15
019-UST-KING-01,UST,019-UST-KING-01-P6,USTUR Dark Planet,Dark Planet,USTUR,17
018-UST-KING-01,UST,018-UST-KING-01-P1,USTUR Dark Planet,Dark Planet,USTUR,17
018-UST-KING-01,UST,018-UST-KING-01-P2,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
018-UST-KING-01,UST,018-UST-KING-01-P3,USTUR Dark Planet,Dark Planet,USTUR,17
018-UST-KING-01,UST,018-UST-KING-01-P4,USTUR Ice Giant,Ice Giant,USTUR,15
018-UST-KING-01,UST,018-UST-KING-01-P5,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
018-UST-KING-01,UST,018-UST-KING-01-P6,USTUR Barren Planet,Barren Planet,USTUR,12
018-UST-KING-01,UST,018-UST-KING-01-P7,USTUR Ice Giant,Ice Giant,USTUR,15
018-UST-KING-01,UST,018-UST-KING-01-P8,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
010-UST-KING-01,UST,010-UST-KING-01-P1,USTUR Barren Planet,Barren Planet,USTUR,12
010-UST-KING-01,UST,010-UST-KING-01-P2,USTUR Gas Giant,Gas Giant,USTUR,8
010-UST-KING-01,UST,010-UST-KING-01-P3,USTUR Dark Planet,Dark Planet,USTUR,17
010-UST-KING-01,UST,010-UST-KING-01-P4,USTUR Dark Planet,Dark Planet,USTUR,17
010-UST-KING-01,UST,010-UST-KING-01-P5,USTUR Gas Giant,Gas Giant,USTUR,8
010-UST-KING-01,UST,010-UST-KING-01-P6,USTUR Barren Planet,Barren Planet,USTUR,12
006-UST-KING-01,UST,006-UST-KING-01-P1,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
006-UST-KING-01,UST,006-UST-KING-01-P2,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
006-UST-KING-01,UST,006-UST-KING-01-P3,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
006-UST-KING-01,UST,006-UST-KING-01-P4,USTUR Gas Giant,Gas Giant,USTUR,8
006-UST-KING-01,UST,006-UST-KING-01-P5,USTUR Ice Giant,Ice Giant,USTUR,15
006-UST-KING-01,UST,006-UST-KING-01-P6,USTUR Dark Planet,Dark Planet,USTUR,17
006-UST-KING-01,UST,006-UST-KING-01-P7,USTUR Dark Planet,Dark Planet,USTUR,17
006-UST-KING-01,UST,006-UST-KING-01-P8,USTUR Dark Planet,Dark Planet,USTUR,17
016-ONI-KING-01,ONI,016-ONI-KING-01-P1,ONI Ice Giant,Ice Giant,ONI,15
016-ONI-KING-01,ONI,016-ONI-KING-01-P2,ONI Oceanic Planet,Oceanic Planet,ONI,15
016-ONI-KING-01,ONI,016-ONI-KING-01-P3,ONI Oceanic Planet,Oceanic Planet,ONI,15
016-ONI-KING-01,ONI,016-ONI-KING-01-P4,ONI Volcanic Planet,Volcanic Planet,ONI,16
016-ONI-KING-01,ONI,016-ONI-KING-01-P5,ONI System Asteroid Belt,Asteroid Belt,ONI,14
016-ONI-KING-01,ONI,016-ONI-KING-01-P6,ONI Dark Planet,Dark Planet,ONI,17
007-UST-SEC-01,UST,007-UST-SEC-01-P1,USTUR Ice Giant,Ice Giant,USTUR,15
007-UST-SEC-01,UST,007-UST-SEC-01-P2,USTUR Gas Giant,Gas Giant,USTUR,8
007-UST-SEC-01,UST,007-UST-SEC-01-P3,USTUR Barren Planet,Barren Planet,USTUR,12
022-UST-KING-01,UST,022-UST-KING-01-P1,USTUR Gas Giant,Gas Giant,USTUR,8
022-UST-KING-01,UST,022-UST-KING-01-P2,USTUR Dark Planet,Dark Planet,USTUR,17
022-UST-KING-01,UST,022-UST-KING-01-P3,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
022-UST-KING-01,UST,022-UST-KING-01-P4,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
022-UST-KING-01,UST,022-UST-KING-01-P5,USTUR Ice Giant,Ice Giant,USTUR,15
022-UST-KING-01,UST,022-UST-KING-01-P6,USTUR Gas Giant,Gas Giant,USTUR,8
022-UST-KING-01,UST,022-UST-KING-01-P7,USTUR Dark Planet,Dark Planet,USTUR,17
009-UST-KING-01,UST,009-UST-KING-01-P1,USTUR Gas Giant,Gas Giant,USTUR,8
009-UST-KING-01,UST,009-UST-KING-01-P2,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
009-UST-KING-01,UST,009-UST-KING-01-P3,USTUR Gas Giant,Gas Giant,USTUR,8
009-UST-KING-01,UST,009-UST-KING-01-P4,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
009-UST-KING-01,UST,009-UST-KING-01-P5,USTUR Gas Giant,Gas Giant,USTUR,8
009-UST-KING-01,UST,009-UST-KING-01-P6,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
017-UST-CORE-01,UST,017-UST-CORE-01-P1,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
017-UST-CORE-01,UST,017-UST-CORE-01-P2,USTUR Barren Planet,Barren Planet,USTUR,12
017-UST-CORE-01,UST,017-UST-CORE-01-P3,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
017-UST-CORE-01,UST,017-UST-CORE-01-P4,USTUR Gas Giant,Gas Giant,USTUR,8
014-UST-KING-01,UST,014-UST-KING-01-P1,USTUR Ice Giant,Ice Giant,USTUR,15
014-UST-KING-01,UST,014-UST-KING-01-P2,USTUR Dark Planet,Dark Planet,USTUR,17
014-UST-KING-01,UST,014-UST-KING-01-P3,USTUR Dark Planet,Dark Planet,USTUR,17
014-UST-KING-01,UST,014-UST-KING-01-P4,USTUR Gas Giant,Gas Giant,USTUR,8
014-UST-KING-01,UST,014-UST-KING-01-P5,USTUR Ice Giant,Ice Giant,USTUR,15
014-UST-KING-01,UST,014-UST-KING-01-P6,USTUR Gas Giant,Gas Giant,USTUR,8
016-UST-KING-01,UST,016-UST-KING-01-P1,USTUR Barren Planet,Barren Planet,USTUR,12
016-UST-KING-01,UST,016-UST-KING-01-P2,USTUR Ice Giant,Ice Giant,USTUR,15
016-UST-KING-01,UST,016-UST-KING-01-P3,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
016-UST-KING-01,UST,016-UST-KING-01-P4,USTUR Dark Planet,Dark Planet,USTUR,17
016-UST-KING-01,UST,016-UST-KING-01-P5,USTUR Dark Planet,Dark Planet,USTUR,17
016-UST-KING-01,UST,016-UST-KING-01-P6,USTUR Ice Giant,Ice Giant,USTUR,15
016-UST-KING-01,UST,016-UST-KING-01-P7,USTUR Gas Giant,Gas Giant,USTUR,8
017-ONI-SEC-01,ONI,017-ONI-SEC-01-P1,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
017-ONI-SEC-01,ONI,017-ONI-SEC-01-P2,ONI Barren Planet,Barren Planet,ONI,12
017-ONI-SEC-01,ONI,017-ONI-SEC-01-P3,ONI Gas Giant,Gas Giant,ONI,9
015-ONI-CORE-01,ONI,015-ONI-CORE-01-P1,ONI Ice Giant,Ice Giant,ONI,15
015-ONI-CORE-01,ONI,015-ONI-CORE-01-P2,ONI System Asteroid Belt,Asteroid Belt,ONI,14
015-ONI-CORE-01,ONI,015-ONI-CORE-01-P3,ONI Gas Giant,Gas Giant,ONI,9
015-ONI-CORE-01,ONI,015-ONI-CORE-01-P4,ONI Volcanic Planet,Volcanic Planet,ONI,16
009-ONI-KING-01,ONI,009-ONI-KING-01-P1,ONI Terrestrial Planet,Terrestrial Planet,ONI,13
009-ONI-KING-01,ONI,009-ONI-KING-01-P2,ONI Gas Giant,Gas Giant,ONI,9
009-ONI-KING-01,ONI,009-ONI-KING-01-P3,ONI Oceanic Planet,Oceanic Planet,ONI,15
009-ONI-KING-01,ONI,009-ONI-KING-01-P4,ONI Gas Giant,Gas Giant,ONI,9
009-ONI-KING-01,ONI,009-ONI-KING-01-P5,ONI Ice Giant,Ice Giant,ONI,15
009-ONI-KING-01,ONI,009-ONI-KING-01-P6,ONI System Asteroid Belt,Asteroid Belt,ONI,14
009-ONI-KING-01,ONI,009-ONI-KING-01-P7,ONI Barren Planet,Barren Planet,ONI,12
009-ONI-KING-01,ONI,009-ONI-KING-01-P8,ONI System Asteroid Belt,Asteroid Belt,ONI,14
007-ONI-CORE-01,ONI,007-ONI-CORE-01-P1,ONI Oceanic Planet,Oceanic Planet,ONI,15
007-ONI-CORE-01,ONI,007-ONI-CORE-01-P2,ONI Gas Giant,Gas Giant,ONI,9
007-ONI-CORE-01,ONI,007-ONI-CORE-01-P3,ONI Dark Planet,Dark Planet,ONI,17
007-ONI-CORE-01,ONI,007-ONI-CORE-01-P4,ONI Barren Planet,Barren Planet,ONI,12
007-ONI-CORE-01,ONI,007-ONI-CORE-01-P5,ONI Gas Giant,Gas Giant,ONI,9
007-ONI-CORE-01,ONI,007-ONI-CORE-01-P6,ONI Barren Planet,Barren Planet,ONI,12
021-ONI-KING-01,ONI,021-ONI-KING-01-P1,ONI Ice Giant,Ice Giant,ONI,15
021-ONI-KING-01,ONI,021-ONI-KING-01-P2,ONI Ice Giant,Ice Giant,ONI,15
021-ONI-KING-01,ONI,021-ONI-KING-01-P3,ONI Ice Giant,Ice Giant,ONI,15
021-ONI-KING-01,ONI,021-ONI-KING-01-P4,ONI Dark Planet,Dark Planet,ONI,17
021-ONI-KING-01,ONI,021-ONI-KING-01-P5,ONI Oceanic Planet,Oceanic Planet,ONI,15
021-ONI-KING-01,ONI,021-ONI-KING-01-P6,ONI Gas Giant,Gas Giant,ONI,9
021-ONI-KING-01,ONI,021-ONI-KING-01-P7,ONI Ice Giant,Ice Giant,ONI,15
020-ONI-CORE-01,ONI,020-ONI-CORE-01-P1,ONI Oceanic Planet,Oceanic Planet,ONI,15
020-ONI-CORE-01,ONI,020-ONI-CORE-01-P2,ONI System Asteroid Belt,Asteroid Belt,ONI,14
020-ONI-CORE-01,ONI,020-ONI-CORE-01-P3,ONI System Asteroid Belt,Asteroid Belt,ONI,14
020-ONI-CORE-01,ONI,020-ONI-CORE-01-P4,ONI Oceanic Planet,Oceanic Planet,ONI,15
008-MUD-SEC-01,MUD,008-MUD-SEC-01-P1,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
008-MUD-SEC-01,MUD,008-MUD-SEC-01-P2,MUD Volcanic Planet,Volcanic Planet,MUD,17
008-MUD-SEC-01,MUD,008-MUD-SEC-01-P3,MUD System Asteroid Belt,Asteroid Belt,MUD,14
020-MUD-SEC-01,MUD,020-MUD-SEC-01-P1,MUD System Asteroid Belt,Asteroid Belt,MUD,14
020-MUD-SEC-01,MUD,020-MUD-SEC-01-P2,MUD Barren Planet,Barren Planet,MUD,12
018-MUD-CORE-01,MUD,018-MUD-CORE-01-P1,MUD Barren Planet,Barren Planet,MUD,12
018-MUD-CORE-01,MUD,018-MUD-CORE-01-P2,MUD Oceanic Planet,Oceanic Planet,MUD,14
018-MUD-CORE-01,MUD,018-MUD-CORE-01-P3,MUD Ice Giant,Ice Giant,MUD,17
018-MUD-CORE-01,MUD,018-MUD-CORE-01-P4,MUD Oceanic Planet,Oceanic Planet,MUD,14
017-MUD-KING-01,MUD,017-MUD-KING-01-P1,MUD Barren Planet,Barren Planet,MUD,12
017-MUD-KING-01,MUD,017-MUD-KING-01-P2,MUD Terrestrial Planet,Terrestrial Planet,MUD,11
017-MUD-KING-01,MUD,017-MUD-KING-01-P3,MUD Ice Giant,Ice Giant,MUD,17
017-MUD-KING-01,MUD,017-MUD-KING-01-P4,MUD Ice Giant,Ice Giant,MUD,17
017-MUD-KING-01,MUD,017-MUD-KING-01-P5,MUD Ice Giant,Ice Giant,MUD,17
017-MUD-KING-01,MUD,017-MUD-KING-01-P6,MUD Gas Giant,Gas Giant,MUD,9
017-MUD-KING-01,MUD,017-MUD-KING-01-P7,MUD Volcanic Planet,Volcanic Planet,MUD,17
017-MUD-KING-01,MUD,017-MUD-KING-01-P8,MUD Gas Giant,Gas Giant,MUD,9
015-MUD-KING-01,MUD,015-MUD-KING-01-P1,MUD Dark Planet,Dark Planet,MUD,17
015-MUD-KING-01,MUD,015-MUD-KING-01-P2,MUD Gas Giant,Gas Giant,MUD,9
015-MUD-KING-01,MUD,015-MUD-KING-01-P3,MUD Volcanic Planet,Volcanic Planet,MUD,17
015-MUD-KING-01,MUD,015-MUD-KING-01-P4,MUD Oceanic Planet,Oceanic Planet,MUD,14
015-MUD-KING-01,MUD,015-MUD-KING-01-P5,MUD Ice Giant,Ice Giant,MUD,17
015-MUD-KING-01,MUD,015-MUD-KING-01-P6,MUD Ice Giant,Ice Giant,MUD,17
015-MUD-KING-01,MUD,015-MUD-KING-01-P7,MUD Gas Giant,Gas Giant,MUD,9
015-MUD-KING-01,MUD,015-MUD-KING-01-P8,MUD System Asteroid Belt,Asteroid Belt,MUD,14
CSS-UST-SEC-01,UST,CSS-UST-SEC-01-P1,USTUR Barren Planet,Barren Planet,USTUR,12
CSS-UST-SEC-01,UST,CSS-UST-SEC-01-P2,USTUR Barren Planet,Barren Planet,USTUR,12
CSS-UST-SEC-02,UST,CSS-UST-SEC-02-P1,USTUR Ice Giant,Ice Giant,USTUR,15
CSS-UST-SEC-02,UST,CSS-UST-SEC-02-P2,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
CSS-UST-SEC-02,UST,CSS-UST-SEC-02-P3,USTUR Barren Planet,Barren Planet,USTUR,12
CSS-UST-SEC-02,UST,CSS-UST-SEC-02-P4,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
CSS-UST-SEC-03,UST,CSS-UST-SEC-03-P1,USTUR Barren Planet,Barren Planet,USTUR,12
CSS-UST-SEC-03,UST,CSS-UST-SEC-03-P2,USTUR Barren Planet,Barren Planet,USTUR,12
CSS-UST-SEC-03,UST,CSS-UST-SEC-03-P3,USTUR Barren Planet,Barren Planet,USTUR,12
CSS-UST-CORE-01,UST,CSS-UST-CORE-01-P1,USTUR Ice Giant,Ice Giant,USTUR,15
CSS-UST-CORE-01,UST,CSS-UST-CORE-01-P2,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
CSS-UST-CORE-01,UST,CSS-UST-CORE-01-P3,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
CSS-UST-CORE-01,UST,CSS-UST-CORE-01-P4,USTUR Dark Planet,Dark Planet,USTUR,17
CSS-UST-SEC-04,UST,CSS-UST-SEC-04-P1,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
CSS-UST-SEC-04,UST,CSS-UST-SEC-04-P2,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
CSS-UST-SEC-04,UST,CSS-UST-SEC-04-P3,USTUR Barren Planet,Barren Planet,USTUR,12
003-UST-CORE-01,UST,003-UST-CORE-01-P1,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
003-UST-CORE-01,UST,003-UST-CORE-01-P2,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
003-UST-CORE-01,UST,003-UST-CORE-01-P3,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
003-UST-CORE-01,UST,003-UST-CORE-01-P4,USTUR Ice Giant,Ice Giant,USTUR,15
003-UST-CORE-01,UST,003-UST-CORE-01-P5,USTUR Barren Planet,Barren Planet,USTUR,12
003-UST-SEC-01,UST,003-UST-SEC-01-P1,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
003-UST-SEC-01,UST,003-UST-SEC-01-P2,USTUR Barren Planet,Barren Planet,USTUR,12
003-UST-SEC-01,UST,003-UST-SEC-01-P3,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
003-UST-SEC-01,UST,003-UST-SEC-01-P4,USTUR Barren Planet,Barren Planet,USTUR,12
003-UST-CORE-02,UST,003-UST-CORE-02-P1,USTUR Dark Planet,Dark Planet,USTUR,17
003-UST-CORE-02,UST,003-UST-CORE-02-P2,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
003-UST-CORE-02,UST,003-UST-CORE-02-P3,USTUR Barren Planet,Barren Planet,USTUR,12
003-UST-CORE-02,UST,003-UST-CORE-02-P4,USTUR Barren Planet,Barren Planet,USTUR,12
003-UST-CORE-02,UST,003-UST-CORE-02-P5,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
003-UST-CORE-02,UST,003-UST-CORE-02-P6,USTUR Ice Giant,Ice Giant,USTUR,15
003-UST-CORE-03,UST,003-UST-CORE-03-P1,USTUR Gas Giant,Gas Giant,USTUR,8
003-UST-CORE-03,UST,003-UST-CORE-03-P2,USTUR Ice Giant,Ice Giant,USTUR,15
003-UST-CORE-03,UST,003-UST-CORE-03-P3,USTUR Barren Planet,Barren Planet,USTUR,12
003-UST-CORE-03,UST,003-UST-CORE-03-P4,USTUR Barren Planet,Barren Planet,USTUR,12
003-UST-CORE-03,UST,003-UST-CORE-03-P5,USTUR Barren Planet,Barren Planet,USTUR,12
003-UST-CORE-03,UST,003-UST-CORE-03-P6,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
003-UST-SEC-02,UST,003-UST-SEC-02-P1,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
003-UST-SEC-02,UST,003-UST-SEC-02-P2,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
002-UST-CORE-01,UST,002-UST-CORE-01-P1,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
002-UST-CORE-01,UST,002-UST-CORE-01-P2,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
002-UST-CORE-01,UST,002-UST-CORE-01-P3,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
002-UST-CORE-01,UST,002-UST-CORE-01-P4,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
002-UST-CORE-01,UST,002-UST-CORE-01-P5,USTUR Gas Giant,Gas Giant,USTUR,8
002-UST-SEC-01,UST,002-UST-SEC-01-P1,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
002-UST-SEC-01,UST,002-UST-SEC-01-P2,USTUR Barren Planet,Barren Planet,USTUR,12
002-UST-SEC-01,UST,002-UST-SEC-01-P3,USTUR Barren Planet,Barren Planet,USTUR,12
002-UST-SEC-02,UST,002-UST-SEC-02-P1,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
002-UST-SEC-02,UST,002-UST-SEC-02-P2,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
002-UST-SEC-02,UST,002-UST-SEC-02-P3,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
005-UST-CORE-01,UST,005-UST-CORE-01-P1,USTUR Ice Giant,Ice Giant,USTUR,15
005-UST-CORE-01,UST,005-UST-CORE-01-P2,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
005-UST-CORE-01,UST,005-UST-CORE-01-P3,USTUR Ice Giant,Ice Giant,USTUR,15
005-UST-CORE-01,UST,005-UST-CORE-01-P4,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
005-UST-CORE-02,UST,005-UST-CORE-02-P1,USTUR Gas Giant,Gas Giant,USTUR,8
005-UST-CORE-02,UST,005-UST-CORE-02-P2,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
005-UST-CORE-02,UST,005-UST-CORE-02-P3,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
005-UST-CORE-02,UST,005-UST-CORE-02-P4,USTUR Barren Planet,Barren Planet,USTUR,12
